sampleID,Domain,SiteID,quarantinedYN,CollDate,Remarks
HARV_013_05_17_Organic_24_9_20131122,D01,HARV,No,20131122,
HARV_013_05_17_Organic_24_9_20131122,D01,HARV,No,20131122,
HARV_013_05_18_Mineral_24_9_20131122,D01,HARV,No,20131122,
HARV_016_05_19_Organic_38_38_20131122,D01,HARV,No,20131122,
HARV_016_05_20_Mineral_38_38_20131122,D01,HARV,No,20131122,
HARV_016_05_21_Organic_37_0_20131122,D01,HARV,No,20131122,
HARV_016_05_22_Mineral_37_0_20131122,D01,HARV,No,20131122,
HARV_016_05_23_Organic_8_19_20131122,D01,HARV,No,20131122,
HARV_016_05_24_Mineral_8_19_20131122,D01,HARV,No,20131122,
HARV_001_M_NE3 20131206_Mineral_38_ 24,D01,HARV,No,20131206,
HARV_001_M_SE2 20131206_Mineral_21_ 3,D01,HARV,No,20131206,
HARV_001_M_SW1 20131206_Mineral_10_ 6,D01,HARV,No,20131206,
HARV_001_O_NE3 20131206_Organic_38_ 24,D01,HARV,No,20131206,
HARV_001_O_SE2 20131206_Organic_21_ 3,D01,HARV,No,20131206,
HARV_001_O_SW1 20131206_Organic_10_ 6,D01,HARV,No,20131206,
HARV_004_M_NE3 20131206_Mineral_37_ 27,D01,HARV,No,20131206,
HARV_004_M_391 20131206_Mineral_14_ 34,D01,HARV,No,20131206,
HARV_004_M_SW2 20131206_Mineral_6_ 0,D01,HARV,No,20131206,
HARV_004_O_NE3 20131206_Organic_37_ 27,D01,HARV,No,20131206,
HARV_004_O_391 20131206_Organic_14_ 34,D01,HARV,No,20131206,
HARV_004_O_SW2 20131206_Organic_6_ 0,D01,HARV,No,20131206,
HARV_013_M_393 20131206_Mineral_17_ 32,D01,HARV,No,20131206,
HARV_013_M_SE2 20131206_Mineral_28_ 8,D01,HARV,No,20131206,
HARV_013_M_SW1 20131206_Mineral_9_ 19,D01,HARV,No,20131206,
HARV_013_O_393 20131206_Organic_17_ 32,D01,HARV,No,20131206,
HARV_013_O_SE2 20131206_Organic_28_ 8,D01,HARV,No,20131206,
HARV_013_O_SW1 20131206_Organic_9_ 19,D01,HARV,No,20131206,
HARV_016_M_392 20131206_Mineral_3_ 28,D01,HARV,No,20131206,
HARV_016_M_SW1 20131206_Mineral_7_ 11,D01,HARV,No,20131206,
HARV_016_O_392 20131206_Organic_3_ 28,D01,HARV,No,20131206,
HARV_016_O_SE3 20131206_Organic_38_ 12,D01,HARV,No,20131206,
HARV_016_O_SW1 20131206_Organic_7_ 11,D01,HARV,No,20131206,
HARV_001_23_26_3_Mineral_20140514,D01,HARV,No,20140514,
HARV_001_23_26_3_Organic_20140514,D01,HARV,No,20140514,
HARV_001_23_29_2_Mineral 21040514,D01,HARV,No,20140514,
HARV_001_23_29_2_Organic 21040514,D01,HARV,No,20140514,
HARV_001_39_19_34_Mineral_20140514,D01,HARV,No,20140514,
HARV_001_39_19_34_Organic_20140514,D01,HARV,No,20140514,
HARV_004_21_12_7_Mineral_20140514,D01,HARV,No,20140514,
HARV_004_21_12_7_Organic_20140514,D01,HARV,No,20140514,
HARV_004_39_5_26_Mineral_20140514,D01,HARV,No,20140514,
HARV_004_39_5_26_Organic_20140514,D01,HARV,No,20140514,
HARV_004_41_35_24_Mineral_20140514,D01,HARV,No,20140514,
HARV_004_41_35_24_Organic_20140514,D01,HARV,No,20140514,
HARV_013_21_17_9_Mineral_20140514,D01,HARV,No,20140514,
HARV_013_21_17_9_Organic_20140514,D01,HARV,No,20140514,
HARV_013_21_9_11_Mineral_20140514,D01,HARV,No,20140514,
HARV_013_21_9_11_Organic_20140514,D01,HARV,No,20140514,
HARV_013_41_29_37_Mineral_20140514,D01,HARV,No,20140514,
HARV_013_41_29_37_Organic_20140514,D01,HARV,No,20140514,
HARV_016_39_15_33_Organic_20140514,D01,HARV,No,20140514,
HARV_016_39_2_33_Mineral_20140514,D01,HARV,No,20140514,
HARV_016_39_2_33_Organic_20140514,D01,HARV,No,20140514,
HARV_016_41_21_39_Organic_20140514,D01,HARV,No,20140514,
HARV_001_21_1_6_Mineral_20140611,D01,HARV,No,20140611,
HARV_001_21_1_6_Organic_20140611,D01,HARV,No,20140611,
HARV_001_21_7_5_Mineral_20140611,D01,HARV,No,20140611,
HARV_001_21_7_5_Organic_20140611,D01,HARV,No,20140611,
HARV_001_21_9_17_Mineral_20140611,D01,HARV,No,20140611,
HARV_001_21_9_17_Organic_20140611,D01,HARV,No,20140611,
HARV_004_21_11_0_Mineral_20140611,D01,HARV,No,20140611,
HARV_004_21_11_0_Organic_20140611,D01,HARV,No,20140611,
HARV_004_23_30_5_Mineral_20140611,D01,HARV,No,20140611,
HARV_004_23_30_5_Organic_20140611,D01,HARV,No,20140611,
HARV_004_41_27_36_Mineral_20140611,D01,HARV,No,20140611,
HARV_004_41_27_36_Organic_20140611,D01,HARV,No,20140611,
HARV_013_ 39_3_26_Mineral_20140611,D01,HARV,No,20140611,
HARV_013_ 39_3_26_Organic_20140611,D01,HARV,No,20140611,
HARV_013_21_1_7_Mineral_20140611,D01,HARV,No,20140611,
HARV_013_21_1_7_Organic_20140611,D01,HARV,No,20140611,
HARV_013_23_33_0_Mineral_20140611,D01,HARV,No,20140611,
HARV_013_23_33_0_Organic_20140611,D01,HARV,No,20140611,
HARV_016_23_33_4_Mineral_20140611,D01,HARV,No,20140611,
HARV_016_23_33_4_Organic_20140611,D01,HARV,No,20140611,
HARV_016_39_1_39_Mineral_20140611,D01,HARV,No,20140611,
HARV_016_39_1_39_Organic_20140611,D01,HARV,No,20140611,
HARV_016_41_2_1_Mineral_20140611,D01,HARV,No,20140611,
HARV_016_41_2_1_Organic_20140611,D01,HARV,No,20140611,
HARV_001_21_7_ 0_Mineral_20140715,D01,HARV,No,20140715,
HARV_001_21_7_ 0_Organic_20140715,D01,HARV,No,20140715,
HARV_001_41_22_ 32_Mineral_20140715,D01,HARV,No,20140715,
HARV_001_41_22_ 32_Organic_20140715,D01,HARV,No,20140715,
HARV_001_41_30_ 37_Mineral_20140715,D01,HARV,No,20140715,
HARV_001_41_30_ 37_Organic_20140715,D01,HARV,No,20140715,
HARV_004_21_9_ 4_Mineral_20140715,D01,HARV,No,20140715,
HARV_004_21_9_ 4_Organic_20140715,D01,HARV,No,20140715,
HARV_004_23_25_ 6_Mineral_20140715,D01,HARV,No,20140715,
HARV_004_23_25_ 6_Organic_20140715,D01,HARV,No,20140715,
HARV_004_39_10_ 34_Mineral_20140715,D01,HARV,No,20140715,
HARV_004_39_10_ 34_Organic_20140715,D01,HARV,No,20140715,
HARV_010_21_2_ 0_Mineral_20140715,D01,HARV,No,20140715,
HARV_010_21_2_ 0_Organic_20140715,D01,HARV,No,20140715,
HARV_010_21_8_ 11_Mineral_20140715,D01,HARV,No,20140715,
HARV_010_41_39_ 30_Mineral_20140715,D01,HARV,No,20140715,
HARV_010_41_39_ 30_Organic_20140715,D01,HARV,No,20140715,
HARV_016_21_16_ 7_Mineral_20140715,D01,HARV,No,20140715,
HARV_016_21_16_ 7_Organic_20140715,D01,HARV,No,20140715,
HARV_016_39_0_ 30_Mineral_20140715,D01,HARV,No,20140715,
HARV_016_39_0_ 30_Organic_20140715,D01,HARV,No,20140715,
HARV_016_41_23_ 38_Mineral_20140715,D01,HARV,No,20140715,
HARV_016_41_23_ 38_Organic_20140715,D01,HARV,No,20140715,
HARV_002_21_4_ 9_Mineral_20140716,D01,HARV,No,20140716,
HARV_002_21_4_ 9_Organic_20140716,D01,HARV,No,20140716,
HARV_002_23_33_ 2_Mineral_20140716,D01,HARV,No,20140716,
HARV_002_23_33_ 2_Organic_20140716,D01,HARV,No,20140716,
HARV_002_41_24_ 40_Mineral_20140716,D01,HARV,No,20140716,
HARV_002_41_24_ 40_Organic_20140716,D01,HARV,No,20140716,
HARV_013_23_33_ 11_Mineral_20140716,D01,HARV,No,20140716,
HARV_013_23_33_ 11_Organic_20140716,D01,HARV,No,20140716,
HARV_035_23_33_ 17_Mineral_20140716,D01,HARV,No,20140716,
HARV_035_23_33_ 17_Organic_20140716,D01,HARV,No,20140716,
HARV_035_39_2_ 27_Mineral_20140716,D01,HARV,No,20140716,
HARV_035_39_2_ 27_Organic_20140716,D01,HARV,No,20140716,
HARV_013_21_15_ 7_Mineral_20140717,D01,HARV,No,20140717,
HARV_013_21_15_ 7_Organic_20140717,D01,HARV,No,20140717,
HARV_013_21_4_ 7_Mineral_20140717,D01,HARV,No,20140717,
HARV_013_21_4_ 7_Organic_20140717,D01,HARV,No,20140717,
HARV_021_21_6_ 12_Mineral_20140717,D01,HARV,No,20140717,
HARV_021_21_6_ 12_Organic_20140717,D01,HARV,No,20140717,
HARV_021_23_36_ 16_Mineral_20140717,D01,HARV,No,20140717,
HARV_021_23_36_ 16_Organic_20140717,D01,HARV,No,20140717,
HARV_021_39_3_ 37_Mineral_20140717,D01,HARV,No,20140717,
HARV_021_39_3_ 37_Organic_20140717,D01,HARV,No,20140717,
HARV_033_23_33_ 4_Mineral_20140717,D01,HARV,No,20140717,
HARV_033_23_33_ 4_Organic_20140717,D01,HARV,No,20140717,
HARV_033_41_23_ 30_Mineral_20140717,D01,HARV,No,20140717,
HARV_033_41_23_ 30_Organic_20140717,D01,HARV,No,20140717,
HARV_033_41_30_ 38_Mineral_20140717,D01,HARV,No,20140717,
HARV_033_41_30_ 38_Organic_20140717,D01,HARV,No,20140717,
HARV_034_23_23_ 8_Mineral_20140717,D01,HARV,No,20140717,
HARV_034_23_23_ 8_Organic_20140717,D01,HARV,No,20140717,
HARV_034_23_31_ 3_Mineral_20140717,D01,HARV,No,20140717,
HARV_034_23_31_ 3_Organic_20140717,D01,HARV,No,20140717,
HARV_034_39_19_ 30_Mineral_20140717,D01,HARV,No,20140717,
HARV_034_39_19_ 30_Organic_20140717,D01,HARV,No,20140717,
HARV_035_39_18_ 37_Mineral_20140717,D01,HARV,No,20140717,
HARV_035_39_18_ 37_Organic_20140717,D01,HARV,No,20140717,
HARV_001_21_14_ 7_Mineral_20140812,D01,HARV,No,20140812,
HARV_001_21_14_ 7_Organic_20140812,D01,HARV,No,20140812,
HARV_001_21_15_ 1_Mineral_20140812,D01,HARV,No,20140812,
HARV_001_21_15_ 1_Organic_20140812,D01,HARV,No,20140812,
HARV_001_23_39_ 16_Mineral_20140812,D01,HARV,No,20140812,
HARV_001_23_39_ 16_Organic_20140812,D01,HARV,No,20140812,
HARV_004_21_19_ 1_Mineral_20140812,D01,HARV,No,20140812,
HARV_004_21_19_ 1_Organic_20140812,D01,HARV,No,20140812,
HARV_004_21_9_ 34_Mineral_20140812,D01,HARV,No,20140812,
HARV_004_21_9_ 34_Organic_20140812,D01,HARV,No,20140812,
HARV_004_39_3_ 28_Mineral_20140812,D01,HARV,No,20140812,
HARV_004_39_3_ 28_Organic_20140812,D01,HARV,No,20140812,
HARV_013_21_0_ 13_Mineral_20140812,D01,HARV,No,20140812,
HARV_013_21_0_ 13_Organic_20140812,D01,HARV,No,20140812,
HARV_013_21_14_ 6_Mineral_20140812,D01,HARV,No,20140812,
HARV_013_21_14_ 6_Organic_20140812,D01,HARV,No,20140812,
HARV_013_23_28_ 3_Mineral_20140812,D01,HARV,No,20140812,
HARV_013_23_28_ 3_Organic_20140812,D01,HARV,No,20140812,
HARV_020_39_12_ 33_Mineral_20140812,D01,HARV,No,20140812,
HARV_020_39_12_ 33_Organic_20140812,D01,HARV,No,20140812,
HARV_020_41_30_ 27_Mineral_20140812,D01,HARV,No,20140812,
HARV_020_41_30_ 27_Organic_20140812,D01,HARV,No,20140812,
HARV_020_41_37_ 22_Mineral_20140812,D01,HARV,No,20140812,
HARV_020_41_37_ 22_Organic_20140812,D01,HARV,No,20140812,
HARV_001_21_14_7_Mineral_20140925,D01,HARV,No,20140925,
HARV_001_21_14_7_Organic_20140925,D01,HARV,No,20140925,
HARV_001_21_15_1_Mineral_20140925,D01,HARV,No,20140925,
HARV_001_21_15_1_Organic_20140925,D01,HARV,No,20140925,
HARV_001_23_39_16_Mineral_20140925,D01,HARV,No,20140925,
HARV_001_23_39_16_Organic_20140925,D01,HARV,No,20140925,
HARV_004_21_19_1_Mineral_20140925,D01,HARV,No,20140925,
HARV_004_21_19_1_Organic_20140925,D01,HARV,No,20140925,
HARV_004_39_3_28_Mineral_20140925,D01,HARV,No,20140925,
HARV_004_39_3_28_Organic_20140925,D01,HARV,No,20140925,
HARV_004_39_9_34_Mineral_20140925,D01,HARV,No,20140925,
HARV_004_39_9_34_Organic_20140925,D01,HARV,No,20140925,
HARV_013_21_0_13_Mineral_20140925,D01,HARV,No,20140925,
HARV_013_21_0_13_Organic_20140925,D01,HARV,No,20140925,
HARV_013_21_14_6_Mineral_20140925,D01,HARV,No,20140925,
HARV_013_21_14_6_Organic_20140925,D01,HARV,No,20140925,
HARV_013_23_28_3_Mineral_20140925,D01,HARV,No,20140925,
HARV_013_23_28_3_Organic_20140925,D01,HARV,No,20140925,
HARV_020_39_13_32_Mineral_20140925,D01,HARV,No,20140925,
HARV_020_39_13_32_Organic_20140925,D01,HARV,No,20140925,
HARV_020_41_30_27_Mineral_20140925,D01,HARV,No,20140925,
HARV_020_41_30_27_Organic_20140925,D01,HARV,No,20140925,
HARV_020_41_37_22_Mineral_20140925,D01,HARV,No,20140925,
HARV_020_41_37_22_Organic_20140925,D01,HARV,No,20140925,
HARV_001_21_4_15_Mineral_20141014,D01,HARV,No,20141014,
HARV_001_21_4_15_Organic_20141014,D01,HARV,No,20141014,
HARV_001_23_27_7_Mineral_20141014,D01,HARV,No,20141014,
HARV_001_23_27_7_Organic_20141014,D01,HARV,No,20141014,
HARV_001_41_38_23_Mineral 2141014,D01,HARV,No,20141014,
HARV_001_41_38_23_Organic 2141014,D01,HARV,No,20141014,
HARV_004_21_8_8_Mineral_20141014,D01,HARV,No,20141014,
HARV_004_21_8_8_Organic_20141014,D01,HARV,No,20141014,
HARV_004_39_8_40_Mineral_20141014,D01,HARV,No,20141014,
HARV_004_39_8_40_Organic_20141014,D01,HARV,No,20141014,
HARV_004_41_36_24_Mineral_20141014,D01,HARV,No,20141014,
HARV_004_41_36_24_Organic_20141014,D01,HARV,No,20141014,
HARv_013_23_38_6_Mineral_20141014,D01,HARV,No,20141014,
HARv_013_23_38_6_Organic_20141014,D01,HARV,No,20141014,
HARV_013_39_16_30_Mineral_20141014,D01,HARV,No,20141014,
HARV_013_39_16_30_Organic_20141014,D01,HARV,No,20141014,
HARV_013_41_34_40_Mineral_20141014,D01,HARV,No,20141014,
HARV_013_41_34_40_Organic_20141014,D01,HARV,No,20141014,
HARV_020_21_14_6_Mineral_20141014,D01,HARV,No,20141014,
HARV_020_21_14_6_Organic_20141014,D01,HARV,No,20141014,
HARV_020_39_14_30_Mineral_20141014,D01,HARV,No,20141014,
HARV_020_39_14_30_Organic_20141014,D01,HARV,No,20141014,
HARV_020_41_26_35_Mineral_20141014,D01,HARV,No,20141014,
HARV_020_41_26_35_Organic_20141014,D01,HARV,No,20141014,
HARV_001_21_14_6_Mineral_20141114,D01,HARV,No,20141114,
HARV_001_21_14_6_Organic_20141114,D01,HARV,No,20141114,
HARV_001_39_0_21_Mineral_20141114,D01,HARV,No,20141114,
HARV_001_39_0_21_Organic_20141114,D01,HARV,No,20141114,
HARV_001_41_23_36_Mineral_20141114,D01,HARV,No,20141114,
HARV_001_41_23_36_Organic_20141114,D01,HARV,No,20141114,
HARV_004_23_33_6_Mineral_20141114,D01,HARV,No,20141114,
HARV_004_23_33_6_Organic_20141114,D01,HARV,No,20141114,
HARV_004_23_39_5_Mineral_20141114,D01,HARV,No,20141114,
HARV_004_23_39_5_Organic_20141114,D01,HARV,No,20141114,
HARV_004_39_2_21_Mineral_20141114,D01,HARV,No,20141114,
HARV_004_39_2_21_Organic_20141114,D01,HARV,No,20141114,
HARV_013_21_14_5_Mineral_20141114,D01,HARV,No,20141114,
HARV_013_21_14_5_Organic_20141114,D01,HARV,No,20141114,
HARV_013_39_2_37_Mineral_20141114,D01,HARV,No,20141114,
HARV_013_39_2_37_Organic_20141114,D01,HARV,No,20141114,
HARV_013_41_26_38_Mineral_20141114,D01,HARV,No,20141114,
HARV_013_41_26_38_Organic_20141114,D01,HARV,No,20141114,
HARV_020_21_0_7_Mineral_20141114,D01,HARV,No,20141114,
HARV_020_21_0_7_Organic_20141114,D01,HARV,No,20141114,
HARV_020_41_24_30_Mineral_20141114,D01,HARV,No,20141114,
HARV_020_41_24_30_Organic_20141114,D01,HARV,No,20141114,
HARV_020_41_39_27_Mineral_20141114,D01,HARV,No,20141114,
HARV_020_41_39_27_Organic_20141114,D01,HARV,No,20141114,
JERC_001_M_20_40_20140611,D03,JERC,Y,20140611,
JERC_001_M_24_7_20140611,D03,JERC,Y,20140611,
JERC_001_M_33_19_20140611,D03,JERC,Y,20140611,
JERC_002_M_10_3_20140611,D03,JERC,Y,20140611,
JERC_002_M_20_38_20140611,D03,JERC,Y,20140611,
JERC_002_M_7_29_20140611,D03,JERC,Y,20140611,
JERC_001_23_M_26_3_20140710,D03,JERC,Y,20140710,
JERC_001_23_M_29_2_20140710,D03,JERC,Y,20140710,
JERC_001_39_M_17_34_20140710,D03,JERC,Y,20140710,
JERC_002_21_M_12_7_20140710,D03,JERC,Y,20140710,
JERC_002_39_M_5_26_20140710,D03,JERC,Y,20140710,
JERC_002_41_M_35_24_20140710,D03,JERC,Y,20140710,
JERC_006_39_M_15_33_20140710,D03,JERC,Y,20140710,
JERC_006_39_M_2_33_20140710,D03,JERC,Y,20140710,
JERC_006_41_M_21_39_20140710,D03,JERC,Y,20140710,
JERC_001_M_6_1_20140805,D03,JERC,Y,20140805,
JERC_001_M_7_5_20140805,D03,JERC,Y,20140805,
JERC_001_M_9_17_20140805,D03,JERC,Y,20140805,
JERC_002_M_11_0_20140805,D03,JERC,Y,20140805,
JERC_002_M_27_36_20140805,D03,JERC,Y,20140805,
JERC_002_M_30_5_20140805,D03,JERC,Y,20140805,
JERC_003_M_1_7_20140805,D03,JERC,Y,20140805,
JERC_003_M_3_26_20140805,D03,JERC,Y,20140805,
JERC_003_M_33_0_20140805,D03,JERC,Y,20140805,
JERC_005_M_24_40_20140805,D03,JERC,Y,20140805,
JERC_005_M_33_2_20140805,D03,JERC,Y,20140805,
JERC_005_M_33_20140805,D03,JERC,Y,20140805,
JERC_005_M_4_9_20140805,D03,JERC,Y,20140805,
JERC_006_39_M_30_20140805,D03,JERC,Y,20140805,
JERC_006_M_2_0_20140805,D03,JERC,Y,20140805,
JERC_006_M_8_11_20140805,D03,JERC,Y,20140805,
JERC_008_M_23_30_20140805,D03,JERC,Y,20140805,
JERC_008_M_33_4_20140805,D03,JERC,Y,20140805,
JERC_047_M_27_33_20140805,D03,JERC,Y,20140805,
JERC_047_M_3_37_20140805,D03,JERC,Y,20140805,
JERC_047_M_36_16_20140805,D03,JERC,Y,20140805,
JERC_047_M_6_12_20140805,D03,JERC,Y,20140805,
JERC_048_M_18_37_20140805,D03,JERC,Y,20140805,
JERC_048_M_19_30_20140805,D03,JERC,Y,20140805,
JERC_048_M_23_8_20140805,D03,JERC,Y,20140805,
JERC_048_M_31_3_20140805,D03,JERC,Y,20140805,
JERC_049_M_2_27_20140805,D03,JERC,Y,20140805,
JERC_001_21_M_7_0_20140910,D03,JERC,Y,20140910,
JERC_001_41_M_22_32_20140910,D03,JERC,Y,20140910,
JERC_001_41_M_30_37_20140910,D03,JERC,Y,20140910,
JERC_002_21_M_9_24_20140910,D03,JERC,Y,20140910,
JERC_002_23_M_25_6_20140910,D03,JERC,Y,20140910,
JERC_002_39_M_10_34_20140910,D03,JERC,Y,20140910,
JERC_006_21_M_16_7_20140910,D03,JERC,Y,20140910,
JERC_006_39_M_0_30_20140910,D03,JERC,Y,20140910,
JERC_006_41_M_23_38_20140910,D03,JERC,Y,20140910,
JERC_001_21_M_14_7_20141006,D03,JERC,Y,20141006,20141009
JERC_001_21_M_15_1_20141006,D03,JERC,Y,20141006,20141009
JERC_001_23_M_39_16_20141006,D03,JERC,Y,20141006,20141009
JERC_002_21_M_19_1_20141006,D03,JERC,Y,20141006,20141009
JERC_002_39_M_3_28_20141006,D03,JERC,Y,20141006,20141009
JERC_002_39_M_9_34_20141006,D03,JERC,Y,20141006,20141009
JERC_006_29_M_13_32_20141006,D03,JERC,Y,20141006,20141009
JERC_006_41_M_30_27_20141006,D03,JERC,Y,20141006,20141009
JERC_006_41_M_37_22_20141006,D03,JERC,Y,20141006,20141009
JERC_001_21_M_8_8_20141121,D03,JERC,Y,20141121,20141121
JERC_001_39_M_8_40_20141121,D03,JERC,Y,20141121,20141121
JERC_001_41_M_36_24_20141121,D03,JERC,Y,20141121,20141121
JERC_002_21_M_8_8_20141121,D03,JERC,Y,20141121,20141121
JERC_002_39_M_8_40_20141121,D03,JERC,Y,20141121,20141121
JERC_002_41_M_36_24_20141121,D03,JERC,Y,20141121,20141121
JERC_004_23_M_38_6_20141121,D03,JERC,Y,20141121,20141121
JERC_004_39_M_16_40_20141121,D03,JERC,Y,20141121,20141121
JERC_004_41_M_34_40_20141121,D03,JERC,Y,20141121,20141121
JERC_006_21_M_14_6_20141121,D03,JERC,Y,20141121,20141121
JERC_006_39_M_14_30_20141121,D03,JERC,Y,20141121,20141121
JERC_006_41_M_26_35_20141121,D03,JERC,Y,20141121,20141121
JERC_001_21_M_14_6_20141216,D03,JERC,Y,20141216,
JERC_001_39_M_0_21_20141216,D03,JERC,Y,20141216,
JERC_001_41_M_23_36_20141216,D03,JERC,Y,20141216,
JERC_002_23_M_33_6_20141216,D03,JERC,Y,20141216,
JERC_002_23_M_39_5_20141216,D03,JERC,Y,20141216,
JERC_002_39_M_2_21_20141216,D03,JERC,Y,20141216,
JERC_004_21_M_14_5_20141216,D03,JERC,Y,20141216,
JERC_004_39_M_2_38_20141216,D03,JERC,Y,20141216,
JERC_004_41_M_26_28_20141216,D03,JERC,Y,20141216,
JERC_006_21_M_7_0_20141216,D03,JERC,Y,20141216,
JERC_006_41_M_24_31_20141216,D03,JERC,Y,20141216,
JERC_006_41_M_39_27_20141216,D03,JERC,Y,20141216,
ONAQ_002_21_M_26_3_20140618,D15,ONAQ,N,20140618,
ONAQ_003_39_M_5_26_20140618,D15,ONAQ,N,20140618,
ONAQ_006_41_M_29_37_20140618,D15,ONAQ,N,20140618,
ONAQ_008_41_M_21_39_20140618,D15,ONAQ,N,20140618,
ONAQ_002_21_M_1_6_20140716,D15,ONAQ,N,20140716,
ONAQ_003_23_M_30_5_20140716,D15,ONAQ,N,20140716,
ONAQ_006_23_M_33_0_20140716,D15,ONAQ,N,20140716,
ONAQ_008_23_M_33_4_20140716,D15,ONAQ,N,20140716,
ONAQ_002_41_M_30_37_20140811,D15,ONAQ,N,20140811,
ONAQ_004_21_M_4_9_20140811,D15,ONAQ,N,20140811,
ONAQ_007_41_M_36_16_20140811,D15,ONAQ,N,20140811,
ONAQ_010_23_M_23_8_20140811,D15,ONAQ,N,20140811,
ONAQ_003_39_M_10_34_20140812,D15,ONAQ,N,20140812,
ONAQ_005_21_M_2_0_20140812,D15,ONAQ,N,20140812,
ONAQ_008_39_M_0_30_20140812,D15,ONAQ,N,20140812,
ONAQ_009_23_M_33_4_20140812,D15,ONAQ,N,20140812,
ONAQ_017_41_M_28_34_20140813,D15,ONAQ,N,20140813,
ONAQ_041_21_M_6_13_20140813,D15,ONAQ,N,20140813,
ONAQ_043_23_M_40_7_20140813,D15,ONAQ,N,20140813,
ONAQ_044_41_M_32_36_20140813,D15,ONAQ,N,20140813,
ONAQ_006_21_M_15_7_20140814,D15,ONAQ,N,20140814,
ONAQ_012_39_M_2_27_20140814,D15,ONAQ,N,20140814,
ONAQ_042_23_M_26_9_20140814,D15,ONAQ,N,20140814,
ONAQ_002_23_M_39_16_20140910,D15,ONAQ,N,20140910,
ONAQ_003_39_M_3_28_20140910,D15,ONAQ,N,20140910,
ONAQ_006_23_M_28_3_20140910,D15,ONAQ,N,20140910,
ONAQ_008_41_M_37_22_20140910,D15,ONAQ,N,20140910,
ONAQ_002_41_M_38_23_20141015,D15,ONAQ,N,20141015,
ONAQ_003_41_M_36_24_20141015,D15,ONAQ,N,20141015,
ONAQ_006_41_M_34_40_20141015,D15,ONAQ,N,20141015,
ORNL_001_22_Organic_15_1_20140811,D07,ORNL,,20140811,
ORNL_002_39_Organic_3_29_20140811,D07,ORNL,,20140811,
ORNL_021_21_Organic_14_6_20140811,D07,ORNL,,20140811,
ORNL_027_41_Organic_37_22_20140811,D07,ORNL,,20140811,
ORNL_001_21_Organic_14_30_20140908,D07,ORNL,,20140908,
ORNL_002_41_Organic_36_24_20140908,D07,ORNL,,20140908,
ORNL_021_39_Organic_14_30_20140908,D07,ORNL,,20140908,
ORNL_027_39_Organic_16_41_20140908,D07,ORNL,,20140908,
ORNL_001_21_Organic_14_6_20141013,D07,ORNL,,20141013,
ORNL_002_23_Organic_39_5_20141013,D07,ORNL,,20141013,
ORNL_021_21_Organic_14_5_20141013,D07,ORNL,,20141013,
ORNL_027_21_Organic_7_0_20141013,D07,ORNL,,20141013,
ORNL_001_39_Organic_2_28_20141205,D07,ORNL,,20141205,
ORNL_002_21_Organic_5_15_20141205,D07,ORNL,,20141205,
ORNL_021_42_Organic_39_22_20141205,D07,ORNL,,20141205,
ORNL_027_22_Organic_19_9_20141205,D07,ORNL,,20141205,
OSBS_047_23_M_22_2_20130726,D03,OSBS,,20130726,
OSBS_047_23_M_22_2_20130726,D03,OSBS,,20130726,
OSBS_047_39_M_9_26_20130726,D03,OSBS,,20130726,
OSBS_047_39_M_9_26_20130726,D03,OSBS,,20130726,
OSBS_047_41_M_25_38_20130726,D03,OSBS,,20130726,
OSBS_047_41_M_25_38_20130726,D03,OSBS,,20130726,
OSBS_048_23_M_38_5_20130726,D03,OSBS,,20130726,
OSBS_048_23_M_38_5_20130726,D03,OSBS,,20130726,
OSBS_048_39_M_9_22_20130726,D03,OSBS,,20130726,
OSBS_048_39_M_9_22_20130726,D03,OSBS,,20130726,
OSBS_048_41_M_22_37_20130726,D03,OSBS,,20130726,
OSBS_048_41_M_22_37_20130726,D03,OSBS,,20130726,
OSBS_087_21_M_3_10_20130726,D03,OSBS,,20130726,
OSBS_087_21_M_3_10_20130726,D03,OSBS,,20130726,
OSBS_087_39_M_1_21_20130726,D03,OSBS,,20130726,
OSBS_087_39_M_1_21_20130726,D03,OSBS,,20130726,
OSBS_087_41_M_22_33_20130726,D03,OSBS,,20130726,
OSBS_087_41_M_22_33_20130726,D03,OSBS,,20130726,
OSBS_119_39_M_16_35_20130726,D03,OSBS,,20130726,Bag 12
OSBS_119_39_M_16_35_20130726,D03,OSBS,,20130726,Bag 12
OSBS_119_39_M_5_35_20130726,D03,OSBS,,20130726,Bag 12
OSBS_119_39_M_5_35_20130726,D03,OSBS,,20130726,Bag 12
OSBS_119_41_M_34_37_20130726,D03,OSBS,,20130726,Bag 12
OSBS_119_41_M_34_37_20130726,D03,OSBS,,20130726,Bag 12
OSBS_047_23_M_38_8_20130820,D03,OSBS,,20130820,
OSBS_047_39_M_2_36_20130820,D03,OSBS,,20130820,
OSBS_047_41_M_26_22_20130820,D03,OSBS,,20130820,
OSBS_048_21_M_5_10_20130820,D03,OSBS,,20130820,Bag 10 - Says NW on vial 
OSBS_048_41_M_22_35_20130820,D03,OSBS,,20130820,Bag 10
OSBS_048_41_M_26_22_20130820,D03,OSBS,,20130820,Bag 10
OSBS_048_41_M_37_39_20130820,D03,OSBS,,20130820,Bag 10
OSBS_087_21_M_5_10_20130820,D03,OSBS,,20130820,Bag 12
OSBS_119_23_M_35_4_20130820,D03,OSBS,,20130820,Bag 1
OSBS_119_41_M_35_40_20130820,D03,OSBS,,20130820,Bag 1
